date,developer,commits,bugs,total_commits,total_bugs,hr
201009,chiguire,16,,1838,498,developer
201011,chiguire,6,,1844,498,developer
201012,chiguire,2,,1846,498,developer
201101,chiguire,2,,1848,498,developer
201102,chiguire,8,,1856,498,developer
201103,chiguire,12,,1868,498,developer
201104,chiguire,4,,1872,498,developer
201105,chiguire,12,,1884,498,developer
201106,chiguire,7,,1891,498,developer
201107,chiguire,3,,1894,498,developer
201108,chiguire,10,,1904,498,developer
201110,chiguire,1,,1905,498,developer
201111,chiguire,1,,1906,498,developer
201201,chiguire,12,,1918,498,developer
201202,chiguire,1,,1919,498,developer
201203,chiguire,10,,1929,498,developer
201204,chiguire,8,,1937,498,developer
201205,chiguire,9,,1946,498,developer
201207,chiguire,12,,1958,498,developer
201210,chiguire,1,,1959,498,developer
200501,wormo,,,0,0,developer
200502,wormo,4,,4,0,developer
200504,wormo,227,,231,0,developer
200505,wormo,195,5,426,5,developer
200506,wormo,73,,499,5,developer
200508,wormo,12,1,511,6,developer
200509,wormo,4,,515,6,developer
200510,wormo,5,,520,6,developer
200511,wormo,5,,525,6,developer
200512,wormo,11,,536,6,developer
200601,wormo,50,2,586,8,developer
200602,wormo,58,3,644,11,developer
200603,wormo,66,4,710,15,developer
200604,wormo,76,7,786,22,developer
200605,wormo,55,,841,22,developer
200607,wormo,108,7,949,29,developer
200608,wormo,255,25,1204,54,developer
200609,wormo,241,7,1445,61,developer
200610,wormo,72,3,1517,64,developer
200611,wormo,102,1,1619,65,developer
200701,wormo,12,1,1631,66,developer
200703,wormo,3,,1634,66,developer
200806,wormo,56,9,1690,75,developer
200807,wormo,53,14,1743,89,developer
200808,wormo,28,16,1771,105,developer
200809,wormo,,9,1771,114,developer
200810,wormo,10,16,1781,130,developer
200811,wormo,,6,1781,136,developer
200812,wormo,25,11,1806,147,developer
200901,wormo,,2,1806,149,developer
200902,wormo,3,,1809,149,developer
200903,wormo,,1,1809,150,developer
200906,wormo,,2,1809,152,developer
200907,wormo,25,12,1834,164,developer
200908,wormo,42,16,1876,180,developer
200909,wormo,,4,1876,184,developer
200910,wormo,13,10,1889,194,developer
200911,wormo,,2,1889,196,developer
200912,wormo,,4,1889,200,developer
201001,wormo,9,3,1898,203,developer
201003,wormo,,2,1898,205,developer
201005,wormo,,2,1898,207,developer
201006,wormo,,1,1898,208,developer
201007,wormo,,3,1898,211,developer
201009,wormo,4,,1902,211,developer
201010,wormo,15,2,1917,213,developer
201011,wormo,,1,1917,214,developer
201101,wormo,5,3,1922,217,developer
201103,wormo,9,6,1931,223,developer
200401,lewk,,1,0,1,recruit
200405,lewk,,1,0,2,recruit
200408,lewk,,1,0,3,recruit
200409,lewk,,7,0,10,developer
200410,lewk,7,20,7,30,developer
200411,lewk,10,11,17,41,developer
200412,lewk,13,12,30,53,developer
200501,lewk,11,9,41,62,developer
200502,lewk,5,14,46,76,developer
200503,lewk,6,11,52,87,developer
200504,lewk,4,9,56,96,developer
200505,lewk,3,2,59,98,developer
200506,lewk,1,1,60,99,developer
200510,lewk,,,60,99,retired
200412,vanquirius,,2,0,2,recruit
200503,vanquirius,251,13,251,15,developer
200504,vanquirius,498,16,749,31,developer
200505,vanquirius,437,15,1186,46,developer
200506,vanquirius,510,17,1696,63,developer
200507,vanquirius,283,19,1979,82,developer
200508,vanquirius,242,21,2221,103,developer
200509,vanquirius,805,37,3026,140,developer
200510,vanquirius,61,5,3087,145,developer
200511,vanquirius,232,12,3319,157,developer
200512,vanquirius,530,28,3849,185,developer
200601,vanquirius,1002,85,4851,270,developer
200602,vanquirius,800,55,5651,325,developer
200603,vanquirius,206,10,5857,335,developer
200604,vanquirius,175,14,6032,349,developer
200605,vanquirius,88,6,6120,355,developer
200606,vanquirius,45,9,6165,364,developer
200607,vanquirius,374,22,6539,386,developer
200608,vanquirius,28,2,6567,388,developer
200609,vanquirius,8,,6575,388,developer
200610,vanquirius,22,3,6597,391,developer
200612,vanquirius,132,6,6729,397,developer
200701,vanquirius,48,2,6777,399,developer
200702,vanquirius,61,4,6838,403,developer
200703,vanquirius,119,7,6957,410,developer
200704,vanquirius,218,6,7175,416,developer
200706,vanquirius,4,,7179,416,developer
200707,vanquirius,,1,7179,417,developer
200805,vanquirius,93,13,7272,430,developer
200806,vanquirius,23,3,7295,433,developer
200807,vanquirius,20,1,7315,434,developer
200808,vanquirius,27,4,7342,438,developer
200811,vanquirius,46,11,7388,449,developer
200812,vanquirius,27,3,7415,452,developer
200903,vanquirius,4,,7419,452,developer
200904,vanquirius,4,1,7423,453,developer
200905,vanquirius,3,,7426,453,developer
200906,vanquirius,5,1,7431,454,developer
200908,vanquirius,4,1,7435,455,developer
200910,vanquirius,5,1,7440,456,developer
200912,vanquirius,3,,7443,456,developer
201002,vanquirius,3,,7446,456,developer
201004,vanquirius,4,1,7450,457,developer
201006,vanquirius,3,1,7453,458,developer
201008,vanquirius,7,1,7460,459,developer
201010,vanquirius,3,,7463,459,developer
201012,vanquirius,3,,7466,459,developer
201102,vanquirius,4,1,7470,460,developer
201104,vanquirius,4,1,7474,461,developer
201109,vanquirius,,1,7474,462,developer
201302,vanquirius,,,7474,462,retired
200403,centic,122,31,122,31,developer
200404,centic,152,27,274,58,developer
200405,centic,212,27,486,85,developer
200406,centic,39,8,525,93,developer
200407,centic,92,7,617,100,developer
200408,centic,61,13,678,113,developer
200409,centic,28,5,706,118,developer
200410,centic,31,12,737,130,developer
200411,centic,64,5,801,135,developer
200412,centic,36,7,837,142,developer
200501,centic,45,8,882,150,developer
200502,centic,91,7,973,157,developer
200503,centic,23,3,996,160,developer
200504,centic,14,3,1010,163,developer
200505,centic,14,3,1024,166,developer
200506,centic,39,10,1063,176,developer
200508,centic,6,,1069,176,developer
200511,centic,5,6,1074,182,developer
200601,centic,11,3,1085,185,developer
200602,centic,16,3,1101,188,developer
200603,centic,,3,1101,191,developer
200604,centic,17,1,1118,192,developer
200606,centic,4,1,1122,193,developer
200607,centic,13,,1135,193,developer
200609,centic,6,,1141,193,developer
200611,centic,,2,1141,195,developer
200612,centic,22,4,1163,199,developer
200701,centic,35,2,1198,201,developer
200702,centic,15,,1213,201,developer
200703,centic,12,3,1225,204,developer
200704,centic,18,1,1243,205,developer
200705,centic,4,1,1247,206,developer
200706,centic,11,2,1258,208,developer
200708,centic,11,1,1269,209,developer
200710,centic,7,1,1276,210,developer
200711,centic,15,3,1291,213,developer
200802,centic,6,1,1297,214,retired
200212,avenj,82,10,82,10,developer
200301,avenj,8,1,90,11,developer
200302,avenj,19,,109,11,developer
200303,avenj,84,16,193,27,developer
200304,avenj,98,15,291,42,developer
200305,avenj,134,56,425,98,developer
200306,avenj,72,19,497,117,developer
200307,avenj,98,5,595,122,developer
200308,avenj,30,10,625,132,developer
200309,avenj,526,22,1151,154,developer
200310,avenj,115,8,1266,162,developer
200311,avenj,39,3,1305,165,developer
200312,avenj,189,13,1494,178,developer
200401,avenj,322,68,1816,246,developer
200402,avenj,89,20,1905,266,developer
200403,avenj,382,40,2287,306,developer
200404,avenj,299,20,2586,326,developer
200405,avenj,118,12,2704,338,developer
200406,avenj,57,2,2761,340,developer
200407,avenj,44,7,2805,347,developer
200408,avenj,53,4,2858,351,developer
200409,avenj,24,,2882,351,developer
200410,avenj,11,2,2893,353,developer
200411,avenj,27,4,2920,357,developer
200412,avenj,9,1,2929,358,developer
200501,avenj,36,3,2965,361,developer
200502,avenj,7,,2972,361,developer
200503,avenj,11,3,2983,364,developer
200504,avenj,8,7,2991,371,developer
200505,avenj,10,,3001,371,developer
200506,avenj,15,5,3016,376,developer
200508,avenj,5,2,3021,378,developer
200509,avenj,3,,3024,378,developer
200511,avenj,16,2,3040,380,developer
200512,avenj,13,3,3053,383,developer
200601,avenj,21,8,3074,391,developer
200603,avenj,12,2,3086,393,developer
200604,avenj,9,,3095,393,developer
200605,avenj,13,,3108,393,developer
200606,avenj,32,1,3140,394,developer
200607,avenj,,3,3140,397,developer
200608,avenj,11,2,3151,399,developer
200609,avenj,12,1,3163,400,developer
200610,avenj,13,3,3176,403,developer
200611,avenj,4,,3180,403,developer
200703,avenj,,4,3180,407,developer
200707,avenj,,3,3180,410,retired
200709,avenj,,1,3180,411,retired
200801,avenj,,1,3180,412,retired
200807,avenj,,1,3180,413,retired
200808,avenj,,2,3180,415,retired
200810,avenj,,1,3180,416,retired
201007,avenj,,1,3180,417,retired
201011,avenj,,1,3180,418,retired
201203,avenj,,1,3180,419,retired
201211,avenj,,1,3180,420,retired
200310,hythloday,1,1,1,1,developer
200311,hythloday,19,3,20,4,developer
200312,hythloday,3,2,23,6,developer
200401,hythloday,1,1,24,7,retired
201109,hythloday,,2,24,9,retired
200209,gurligebis,,1,0,1,recruit
200210,gurligebis,,2,0,3,recruit
200212,gurligebis,,1,0,4,recruit
200408,gurligebis,,2,0,6,recruit
200501,gurligebis,,1,0,7,recruit
200507,gurligebis,,,0,7,developer
200603,gurligebis,,1,0,8,developer
200604,gurligebis,,1,0,9,developer
200608,gurligebis,21,1,21,10,developer
200609,gurligebis,4,1,25,11,developer
200610,gurligebis,8,1,33,12,developer
200702,gurligebis,52,1,85,13,developer
200703,gurligebis,4,,89,13,developer
200704,gurligebis,44,2,133,15,developer
200705,gurligebis,36,3,169,18,developer
200706,gurligebis,66,2,235,20,developer
200707,gurligebis,6,2,241,22,developer
200708,gurligebis,12,1,253,23,developer
200709,gurligebis,3,1,256,24,developer
200710,gurligebis,9,1,265,25,developer
200712,gurligebis,11,1,276,26,developer
200801,gurligebis,6,,282,26,developer
200803,gurligebis,22,2,304,28,developer
200805,gurligebis,12,1,316,29,developer
200806,gurligebis,5,,321,29,developer
200807,gurligebis,6,2,327,31,developer
200808,gurligebis,19,2,346,33,developer
200809,gurligebis,4,1,350,34,developer
200810,gurligebis,10,1,360,35,developer
200811,gurligebis,3,2,363,37,developer
200812,gurligebis,44,5,407,42,developer
200901,gurligebis,51,3,458,45,developer
200902,gurligebis,13,2,471,47,developer
200903,gurligebis,20,6,491,53,developer
200904,gurligebis,42,3,533,56,developer
200905,gurligebis,28,4,561,60,developer
200907,gurligebis,22,5,583,65,developer
200909,gurligebis,18,3,601,68,developer
200911,gurligebis,5,1,606,69,developer
200912,gurligebis,6,2,612,71,developer
201001,gurligebis,33,7,645,78,developer
201002,gurligebis,9,1,654,79,developer
201003,gurligebis,22,3,676,82,developer
201004,gurligebis,17,6,693,88,developer
201005,gurligebis,17,3,710,91,developer
201007,gurligebis,7,2,717,93,developer
201008,gurligebis,11,2,728,95,developer
201009,gurligebis,30,2,758,97,developer
201010,gurligebis,31,6,789,103,developer
201012,gurligebis,7,3,796,106,developer
201101,gurligebis,12,3,808,109,developer
201102,gurligebis,5,,813,109,developer
201103,gurligebis,4,1,817,110,developer
201105,gurligebis,7,,824,110,developer
201106,gurligebis,4,2,828,112,developer
201107,gurligebis,43,8,871,120,developer
201108,gurligebis,11,2,882,122,developer
201109,gurligebis,34,4,916,126,developer
201110,gurligebis,6,3,922,129,developer
201111,gurligebis,54,7,976,136,developer
201112,gurligebis,26,7,1002,143,developer
201201,gurligebis,4,1,1006,144,developer
201202,gurligebis,21,1,1027,145,developer
201203,gurligebis,3,1,1030,146,developer
201204,gurligebis,8,1,1038,147,developer
201205,gurligebis,33,3,1071,150,developer
201206,gurligebis,18,4,1089,154,developer
201207,gurligebis,8,,1097,154,developer
201208,gurligebis,,1,1097,155,developer
201209,gurligebis,18,2,1115,157,developer
201210,gurligebis,27,6,1142,163,developer
201212,gurligebis,26,2,1168,165,developer
201301,gurligebis,24,2,1192,167,developer
201302,gurligebis,19,2,1211,169,developer
201304,gurligebis,16,3,1227,172,developer
201305,gurligebis,9,1,1236,173,developer
201306,gurligebis,8,2,1244,175,developer
201308,gurligebis,4,1,1248,176,developer
201309,gurligebis,12,2,1260,178,developer
201311,gurligebis,7,1,1267,179,developer
201312,gurligebis,17,2,1284,181,developer
201401,gurligebis,,1,1284,182,developer
201402,gurligebis,21,3,1305,185,developer
201403,gurligebis,9,,1314,185,developer
200305,brad,,1,0,1,recruit
200306,brad,230,25,230,26,developer
200307,brad,220,32,450,58,developer
200308,brad,101,7,551,65,developer
200309,brad,47,4,598,69,developer
200310,brad,82,63,680,132,developer
200311,brad,68,83,748,215,developer
200312,brad,60,30,808,245,developer
200401,brad,12,67,820,312,developer
200402,brad,163,161,983,473,developer
200403,brad,49,4,1032,477,developer
200404,brad,21,5,1053,482,developer
200405,brad,19,1,1072,483,developer
200406,brad,61,1,1133,484,developer
200407,brad,42,10,1175,494,developer
200408,brad,13,1,1188,495,developer
200409,brad,133,2,1321,497,developer
200410,brad,87,6,1408,503,developer
200411,brad,14,1,1422,504,developer
200412,brad,9,1,1431,505,developer
200502,brad,30,25,1461,530,developer
200503,brad,60,5,1521,535,developer
200504,brad,51,,1572,535,developer
200508,brad,,2,1572,537,developer
200509,brad,,1,1572,538,developer
200510,brad,8,,1580,538,developer
200511,brad,8,1,1588,539,developer
200606,brad,,,1588,539,retired
201109,brad,,1,1588,540,retired
200212,lv,,,0,0,developer
200307,lv,,1,0,1,developer
200308,lv,,1,0,2,developer
200403,lv,29,5,29,7,developer
200404,lv,749,75,778,82,developer
200405,lv,453,52,1231,134,developer
200406,lv,713,13,1944,147,retired
200407,lv,635,67,2579,214,retired
200408,lv,639,28,3218,242,retired
200409,lv,490,36,3708,278,retired
200410,lv,333,27,4041,305,retired
200411,lv,304,25,4345,330,retired
200412,lv,18,1,4363,331,retired
200501,lv,4,2,4367,333,retired
200503,lv,,1,4367,334,retired
200508,lv,,1,4367,335,retired
200509,lv,,2,4367,337,retired
200512,lv,,2,4367,339,retired
200801,lv,,1,4367,340,retired
200212,plate,,,0,0,developer
200404,plate,,2,0,2,developer
200409,plate,6,1,6,3,developer
200410,plate,58,,64,3,developer
200411,plate,57,,121,3,developer
200412,plate,66,3,187,6,developer
200501,plate,108,5,295,11,developer
200502,plate,73,,368,11,developer
200503,plate,76,1,444,12,developer
200504,plate,46,,490,12,developer
200505,plate,47,,537,12,developer
200506,plate,55,,592,12,developer
200507,plate,15,,607,12,developer
200508,plate,23,1,630,13,developer
200509,plate,41,,671,13,developer
200510,plate,74,,745,13,developer
200511,plate,25,,770,13,developer
200512,plate,45,,815,13,developer
200601,plate,15,,830,13,developer
200602,plate,42,,872,13,developer
200603,plate,39,1,911,14,developer
200604,plate,31,,942,14,developer
200605,plate,26,,968,14,developer
200709,plate,,,968,14,retired
200809,plate,,1,968,15,retired
200504,dang,,1,0,1,recruit
200505,dang,49,12,49,13,developer
200506,dang,79,8,128,21,developer
200507,dang,15,6,143,27,developer
200508,dang,145,18,288,45,developer
200509,dang,561,72,849,117,developer
200510,dang,307,34,1156,151,developer
200511,dang,319,30,1475,181,developer
200512,dang,400,33,1875,214,developer
200601,dang,770,25,2645,239,developer
200602,dang,45,3,2690,242,developer
200603,dang,35,4,2725,246,developer
200604,dang,94,6,2819,252,developer
200605,dang,277,20,3096,272,developer
200606,dang,133,15,3229,287,developer
200607,dang,966,26,4195,313,developer
200608,dang,135,22,4330,335,developer
200609,dang,865,55,5195,390,developer
200610,dang,232,27,5427,417,developer
200611,dang,241,29,5668,446,developer
200612,dang,60,3,5728,449,developer
200701,dang,156,30,5884,479,developer
200702,dang,267,43,6151,522,developer
200703,dang,537,27,6688,549,developer
200704,dang,226,16,6914,565,developer
200705,dang,631,28,7545,593,developer
200706,dang,166,30,7711,623,developer
200707,dang,65,13,7776,636,developer
200708,dang,113,17,7889,653,developer
200709,dang,163,13,8052,666,developer
200710,dang,98,14,8150,680,developer
200711,dang,136,14,8286,694,developer
200712,dang,47,9,8333,703,developer
200801,dang,104,4,8437,707,developer
200802,dang,12,9,8449,716,developer
200803,dang,100,7,8549,723,developer
200804,dang,80,11,8629,734,developer
200805,dang,47,8,8676,742,developer
200806,dang,20,3,8696,745,developer
200807,dang,114,16,8810,761,developer
200808,dang,42,3,8852,764,developer
200809,dang,42,4,8894,768,developer
200810,dang,21,3,8915,771,developer
200811,dang,42,15,8957,786,developer
200812,dang,43,12,9000,798,developer
200901,dang,44,7,9044,805,developer
200902,dang,58,9,9102,814,developer
200903,dang,448,14,9550,828,developer
200904,dang,96,13,9646,841,developer
200905,dang,51,26,9697,867,developer
200906,dang,14,7,9711,874,developer
200907,dang,50,14,9761,888,developer
200908,dang,11,3,9772,891,developer
200909,dang,6,2,9778,893,developer
200910,dang,3,,9781,893,developer
200911,dang,6,2,9787,895,developer
200912,dang,3,1,9790,896,developer
201001,dang,16,7,9806,903,developer
201002,dang,3,2,9809,905,developer
201003,dang,24,6,9833,911,developer
201004,dang,7,2,9840,913,developer
201006,dang,6,1,9846,914,developer
201007,dang,3,2,9849,916,developer
201008,dang,9,2,9858,918,developer
201011,dang,14,4,9872,922,developer
201012,dang,6,3,9878,925,developer
201101,dang,3,,9881,925,developer
201104,dang,26,3,9907,928,developer
201105,dang,4,1,9911,929,developer
201106,dang,,1,9911,930,developer
201107,dang,11,3,9922,933,developer
201108,dang,3,2,9925,935,developer
201110,dang,4,1,9929,936,developer
201201,dang,,1,9929,937,developer
200405,mutex,,,0,0,developer
200410,mutex,1,,1,0,developer
200512,mutex,,,1,0,retired
200411,hparker,,1,0,1,recruit
200502,hparker,,1,0,2,recruit
200503,hparker,14,5,14,7,developer
200504,hparker,8,1,22,8,developer
200505,hparker,4,,26,8,developer
200506,hparker,,3,26,11,developer
200507,hparker,3,,29,11,developer
200508,hparker,42,11,71,22,developer
200509,hparker,43,8,114,30,developer
200510,hparker,7,1,121,31,developer
200511,hparker,26,6,147,37,developer
200601,hparker,3,1,150,38,developer
200701,hparker,,1,150,39,developer
200705,hparker,4,,154,39,developer
200706,hparker,1,,155,39,developer
200709,hparker,1,,156,39,developer
201006,hparker,,1,156,40,developer
201107,hparker,3,,159,40,developer
201108,hparker,2,,161,40,developer
201111,hparker,6,,167,40,developer
201203,hparker,3,,170,40,developer
201206,hparker,3,,173,40,developer
201301,hparker,3,,176,40,developer
201308,hparker,3,,179,40,developer
200107,chadh,11,,11,0,developer
200108,chadh,141,,152,0,developer
200110,chadh,5,,157,0,developer
200111,chadh,2,,159,0,developer
200201,chadh,6,2,165,2,developer
200203,chadh,75,2,240,4,developer
200204,chadh,8,3,248,7,developer
200205,chadh,2,3,250,10,developer
200206,chadh,5,1,255,11,developer
200207,chadh,44,9,299,20,developer
200208,chadh,7,,306,20,developer
200209,chadh,,2,306,22,developer
200210,chadh,9,5,315,27,developer
200211,chadh,10,1,325,28,developer
200212,chadh,26,7,351,35,developer
200301,chadh,28,3,379,38,developer
200302,chadh,6,,385,38,developer
200304,chadh,1,7,386,45,retired
200306,chadh,,1,386,46,retired
200410,trapni,127,18,127,18,developer
200411,trapni,20,,147,18,developer
200412,trapni,16,4,163,22,developer
200501,trapni,167,10,330,32,developer
200502,trapni,107,5,437,37,developer
200503,trapni,20,5,457,42,developer
200504,trapni,215,6,672,48,developer
200505,trapni,25,,697,48,developer
200506,trapni,32,1,729,49,developer
200507,trapni,36,,765,49,developer
200508,trapni,77,3,842,52,developer
200509,trapni,111,3,953,55,developer
200510,trapni,55,1,1008,56,developer
200511,trapni,9,1,1017,57,developer
200512,trapni,33,2,1050,59,developer
200601,trapni,5,,1055,59,developer
200603,trapni,35,3,1090,62,developer
200604,trapni,,1,1090,63,developer
200605,trapni,12,,1102,63,developer
200606,trapni,,1,1102,64,developer
200608,trapni,4,1,1106,65,developer
200609,trapni,4,1,1110,66,developer
200612,trapni,9,,1119,66,developer
200701,trapni,38,,1157,66,developer
200702,trapni,5,,1162,66,developer
200705,trapni,34,4,1196,70,developer
200706,trapni,34,4,1230,74,developer
200707,trapni,4,,1234,74,developer
200708,trapni,9,,1243,74,developer
200709,trapni,9,,1252,74,developer
200711,trapni,6,,1258,74,developer
200712,trapni,21,,1279,74,developer
200801,trapni,5,1,1284,75,developer
200805,trapni,23,4,1307,79,developer
200809,trapni,30,2,1337,81,developer
200810,trapni,14,5,1351,86,developer
200902,trapni,8,,1359,86,developer
200907,trapni,8,2,1367,88,developer
200912,trapni,26,,1393,88,developer
201001,trapni,29,1,1422,89,developer
201002,trapni,25,2,1447,91,developer
201003,trapni,6,,1453,91,developer
201005,trapni,6,,1459,91,developer
201006,trapni,16,,1475,91,developer
201007,trapni,3,,1478,91,developer
201009,trapni,19,5,1497,96,developer
201010,trapni,13,4,1510,100,developer
201102,trapni,6,,1516,100,developer
201106,trapni,13,,1529,100,developer
201112,trapni,5,,1534,100,developer
201205,trapni,13,1,1547,101,developer
201206,trapni,3,,1550,101,developer
201210,trapni,3,,1553,101,developer
200405,mglauche,,,0,0,developer
200406,mglauche,6,4,6,4,developer
200407,mglauche,5,2,11,6,developer
200408,mglauche,16,4,27,10,developer
200409,mglauche,13,2,40,12,developer
200410,mglauche,7,5,47,17,developer
200411,mglauche,2,8,49,25,developer
200501,mglauche,29,3,78,28,developer
200503,mglauche,15,4,93,32,developer
200504,mglauche,8,,101,32,developer
200507,mglauche,,,101,32,retired
200212,tuxus,41,,41,0,developer
200301,tuxus,135,,176,0,developer
200302,tuxus,41,1,217,1,developer
200303,tuxus,42,,259,1,developer
200304,tuxus,12,,271,1,developer
200305,tuxus,2,,273,1,developer
200307,tuxus,16,,289,1,developer
200308,tuxus,8,,297,1,developer
200309,tuxus,2,,299,1,developer
200310,tuxus,19,,318,1,developer
200311,tuxus,57,,375,1,developer
200401,tuxus,182,,557,1,developer
200402,tuxus,16,,573,1,developer
200403,tuxus,6,,579,1,developer
200404,tuxus,10,,589,1,developer
200405,tuxus,9,,598,1,developer
200406,tuxus,13,,611,1,developer
200408,tuxus,3,,614,1,developer
200512,tuxus,,,614,1,retired
200411,hollow,,,0,0,developer
200501,hollow,649,21,649,21,developer
200502,hollow,372,21,1021,42,developer
200503,hollow,146,8,1167,50,developer
200504,hollow,132,14,1299,64,developer
200505,hollow,51,1,1350,65,developer
200506,hollow,104,2,1454,67,developer
200507,hollow,122,6,1576,73,developer
200508,hollow,122,10,1698,83,developer
200509,hollow,367,5,2065,88,developer
200510,hollow,136,3,2201,91,developer
200511,hollow,160,8,2361,99,developer
200512,hollow,156,2,2517,101,developer
200601,hollow,70,2,2587,103,developer
200602,hollow,124,2,2711,105,developer
200603,hollow,63,,2774,105,developer
200604,hollow,126,4,2900,109,developer
200605,hollow,42,2,2942,111,developer
200606,hollow,143,15,3085,126,developer
200607,hollow,38,2,3123,128,developer
200608,hollow,18,1,3141,129,developer
200609,hollow,32,4,3173,133,developer
200610,hollow,25,2,3198,135,developer
200611,hollow,38,4,3236,139,developer
200612,hollow,39,,3275,139,developer
200701,hollow,43,1,3318,140,developer
200702,hollow,27,1,3345,141,developer
200703,hollow,26,,3371,141,developer
200704,hollow,20,,3391,141,developer
200705,hollow,50,5,3441,146,developer
200706,hollow,204,10,3645,156,developer
200707,hollow,80,20,3725,176,developer
200708,hollow,107,7,3832,183,developer
200709,hollow,374,66,4206,249,developer
200710,hollow,138,19,4344,268,developer
200711,hollow,107,23,4451,291,developer
200712,hollow,138,21,4589,312,developer
200801,hollow,523,33,5112,345,developer
200802,hollow,548,33,5660,378,developer
200803,hollow,286,23,5946,401,developer
200804,hollow,244,30,6190,431,developer
200805,hollow,12,9,6202,440,developer
200806,hollow,122,31,6324,471,developer
200807,hollow,27,11,6351,482,developer
200808,hollow,42,17,6393,499,developer
200809,hollow,16,3,6409,502,developer
200810,hollow,37,15,6446,517,developer
200811,hollow,26,5,6472,522,developer
200812,hollow,,1,6472,523,developer
200901,hollow,110,30,6582,553,developer
200902,hollow,4,,6586,553,developer
200903,hollow,39,9,6625,562,developer
200904,hollow,78,10,6703,572,developer
200905,hollow,3,1,6706,573,developer
200906,hollow,23,6,6729,579,developer
200907,hollow,124,35,6853,614,developer
200908,hollow,56,3,6909,617,developer
200909,hollow,183,23,7092,640,developer
200910,hollow,32,7,7124,647,developer
200911,hollow,33,5,7157,652,developer
200912,hollow,35,19,7192,671,developer
201001,hollow,37,10,7229,681,developer
201002,hollow,14,6,7243,687,developer
201003,hollow,107,26,7350,713,developer
201004,hollow,33,2,7383,715,developer
201005,hollow,81,10,7464,725,developer
201006,hollow,12,2,7476,727,developer
201007,hollow,137,6,7613,733,developer
201008,hollow,59,18,7672,751,developer
201009,hollow,53,11,7725,762,developer
201010,hollow,5,,7730,762,developer
201011,hollow,6,1,7736,763,developer
201012,hollow,4,1,7740,764,developer
201101,hollow,20,1,7760,765,developer
201102,hollow,38,18,7798,783,developer
201103,hollow,6,,7804,783,developer
201104,hollow,60,18,7864,801,developer
201105,hollow,29,3,7893,804,developer
201106,hollow,7,4,7900,808,developer
201107,hollow,66,8,7966,816,developer
201109,hollow,25,11,7991,827,developer
201110,hollow,22,3,8013,830,developer
201111,hollow,15,4,8028,834,developer
201201,hollow,50,7,8078,841,developer
201202,hollow,24,5,8102,846,developer
201203,hollow,10,5,8112,851,developer
201204,hollow,36,3,8148,854,developer
201205,hollow,15,3,8163,857,developer
201206,hollow,25,,8188,857,developer
201207,hollow,23,5,8211,862,developer
201208,hollow,118,,8329,862,developer
201209,hollow,,1,8329,863,developer
201210,hollow,,1,8329,864,developer
201211,hollow,7,,8336,864,developer
201212,hollow,131,12,8467,876,developer
201301,hollow,13,5,8480,881,developer
201302,hollow,52,3,8532,884,developer
201303,hollow,48,1,8580,885,developer
201304,hollow,12,5,8592,890,developer
201305,hollow,4,2,8596,892,developer
201306,hollow,45,1,8641,893,developer
200205,nitro,3,1,3,1,developer
200206,nitro,54,4,57,5,developer
200207,nitro,74,,131,5,developer
200208,nitro,19,,150,5,developer
200211,nitro,7,2,157,7,developer
200302,nitro,,1,157,8,developer
200304,nitro,4,2,161,10,developer
200305,nitro,5,1,166,11,developer
200310,nitro,,1,166,12,developer
200406,nitro,,1,166,13,retired
200909,nitro,,1,166,14,retired
201304,nitro,,1,166,15,retired
200402,jaervosz,,1,0,1,recruit
200405,jaervosz,,,0,1,developer
200406,jaervosz,,2,0,3,developer
200407,jaervosz,2,5,2,8,developer
200408,jaervosz,25,26,27,34,developer
200409,jaervosz,22,17,49,51,developer
200410,jaervosz,1,1,50,52,developer
200411,jaervosz,18,23,68,75,developer
200412,jaervosz,10,18,78,93,developer
200501,jaervosz,20,25,98,118,developer
200502,jaervosz,17,27,115,145,developer
200503,jaervosz,16,21,131,166,developer
200504,jaervosz,21,17,152,183,developer
200505,jaervosz,19,40,171,223,developer
200506,jaervosz,14,23,185,246,developer
200507,jaervosz,12,28,197,274,developer
200508,jaervosz,13,24,210,298,developer
200509,jaervosz,5,10,215,308,developer
200510,jaervosz,9,17,224,325,developer
200511,jaervosz,9,17,233,342,developer
200512,jaervosz,6,16,239,358,developer
200601,jaervosz,17,19,256,377,developer
200602,jaervosz,3,4,259,381,developer
200603,jaervosz,8,10,267,391,developer
200604,jaervosz,11,16,278,407,developer
200605,jaervosz,14,21,292,428,developer
200606,jaervosz,31,46,323,474,developer
200607,jaervosz,11,23,334,497,developer
200608,jaervosz,17,32,351,529,developer
200609,jaervosz,20,30,371,559,developer
200610,jaervosz,,1,371,560,developer
200611,jaervosz,20,22,391,582,developer
200612,jaervosz,8,9,399,591,developer
200701,jaervosz,,3,399,594,developer
200703,jaervosz,,11,399,605,developer
200704,jaervosz,4,15,403,620,developer
200705,jaervosz,16,31,419,651,developer
200706,jaervosz,4,17,423,668,developer
200707,jaervosz,,10,423,678,developer
200708,jaervosz,2,6,425,684,developer
200709,jaervosz,,9,425,693,developer
200710,jaervosz,,10,425,703,developer
200711,jaervosz,1,3,426,706,developer
200801,jaervosz,1,5,427,711,developer
200802,jaervosz,2,2,429,713,developer
201010,jaervosz,,1,429,714,developer
201101,jaervosz,,18,429,732,developer
